RTPJ	LTPJ	PC	DMPFC	MMPFC	VMPFC
-0.15627238931044	0.140693378363984	-0.023227218641597	0.22264710775777	0.147459560696238	-0.196166881212849
-0.117061043586445	0.102308511200218	-0.120580819081447	0.128857182136665	0.185016643227137	-0.211235205744884
-0.0778496978624503	0.0639236440364526	-0.217934419521297	0.0350672565155596	0.222573725758036	-0.226303530276919
0.11303697485752	0.240811229571621	-0.0384839166176525	0.168367117869462	0.230789570652042	-0.0637424579608764
0.30392364757749	0.417698815106789	0.140966586285992	0.301666979223365	0.239005415546048	0.0988186143551662
0.346764298280895	0.363658978688465	0.29022131277635	0.312613532274352	0.462908972296325	0.16116478565572
0.389604948984301	0.309619142270141	0.439476039266709	0.323560085325338	0.686812529046602	0.223510956956273
0.272737203296607	0.191729214863772	0.388898440751532	0.143326162234217	0.32971770022339	0.144623312573851
0.155869457608912	0.073839287457404	0.338320842236356	-0.0369077608569041	-0.0273771285998215	0.0657356681914288
0.119459421541237	0.0693830397126466	0.207216500518009	-0.174886021198941	-0.245429746220202	-0.135506241007593
0.0830493854735617	0.0649267919678892	0.0761121587996623	-0.312864281540977	-0.463482363840582	-0.336748150206614
-0.0238011528689377	0.292634360715763	0.148674369939943	0.0226891691737335	-0.203162505685678	-0.277062256220798
-0.130651691211437	0.520341929463637	0.221236581080224	0.358242619888444	0.0571573524692259	-0.217376362234983
-0.0490065484196576	0.418122702380606	0.114376314676133	0.407551203156821	0.18013493125945	0.031173177304118
0.0326385943721218	0.315903475297574	0.00751604827204126	0.456859786425198	0.303112510049674	0.279722716843219
-0.0543198355085796	0.099135791820316	-0.0419200800524339	0.241306300992987	0.183887969507503	0.224663527812083
-0.141278265389281	-0.117631891656942	-0.091356208376909	0.025752815560776	0.0646634289653324	0.169604338780948
-0.24754381310538	-0.20013321576573	-0.178541098320875	-0.162648822908368	-0.198483868217121	0.191509700495133
-0.353809360821479	-0.282634539874519	-0.26572598826484	-0.351050461377513	-0.461631165399574	0.213415062209318
-0.35863099122086	-0.419270160922049	-0.368979004074532	-0.474381484698285	-0.522334996799929	-0.0804767142648565
-0.36345262162024	-0.555905781969579	-0.472232019884225	-0.597712508019057	-0.583038828200285	-0.374368490739031
-0.494605606195017	-0.518288187896516	-0.604328982692484	-0.376969243196477	-0.451651069536322	-0.307131218490253
-0.625758590769795	-0.480670593823454	-0.736425945500744	-0.156225978373896	-0.320263310872358	-0.239893946241476
-0.542125328944852	-0.446512875288531	-0.649100877893735	-0.142562079901459	-0.254465095285846	-0.0752492627078804
-0.45849206711991	-0.412355156753607	-0.561775810286726	-0.128898181429022	-0.188666879699334	0.0893954208257152
-0.401340879628292	-0.40143250277869	-0.453763683409938	-0.180423585878438	-0.0392562526869325	0.129274509159922
-0.344189692136674	-0.390509848803774	-0.34575155653315	-0.231948990327854	0.110154374325469	0.169153597494129
-0.40786590262087	-0.183065796180175	-0.21121112905018	-0.253957317012625	0.135528790893099	0.156146295197203
-0.471542113105065	0.0243782564434235	-0.0766707015672094	-0.275965643697396	0.160903207460729	0.143138992900277
-0.491151768389914	-0.0104808813958862	-0.0327236370204311	-0.324230293868521	-0.0549463025847345	0.0234248014385028
-0.510761423674763	-0.0453400192351959	0.0112234275263472	-0.372494944039645	-0.270795812630198	-0.0962893900232714
-0.296546588252709	-0.0712827103004156	0.102263276445266	-0.190398478431183	-0.185893429759002	0.0228731410345698
-0.0823317528306542	-0.0972254013656352	0.193303125364184	-0.00830201282272169	-0.100991046887806	0.142035672092411
0.00801442254797029	0.0148141400962269	0.223643746869151	0.0122703811286517	0.045967074173348	0.202675674046853
0.0983605979265948	0.126853681558089	0.253984368374117	0.032842775080025	0.192925195234502	0.263315676001295
0.163411697203719	0.0602525958621778	0.35752516922227	0.0362806839457079	0.191254462230593	0.179624713881424
0.228462796480843	-0.00634848983373333	0.461065970070423	0.0397185928113907	0.189583729226684	0.0959337517615539
0.441058886284023	0.150046617928462	0.516241561917672	0.154762885218646	0.29325931970967	0.287942190672545
0.653654976087202	0.306441725690658	0.571417153764922	0.269807177625901	0.396934910192656	0.479950629583537
0.593481693005208	0.215452095134434	0.431603883483607	0.117905073437857	0.214343474919636	0.546928295410772
0.533308409923213	0.12446246457821	0.291790613202293	-0.0339970307501861	0.0317520396466159	0.613905961238007
0.433727806472986	0.0315206533982272	0.0110501816181905	0.0812347458166204	0.0366965632549775	0.353143759567088
0.334147203022759	-0.0614211577817556	-0.269690249965912	0.196466522383427	0.041641086863339	0.0923815578961697
0.292008023978899	-0.0449659569385506	-0.296605630600968	0.101018178422271	0.0531430288618681	0.227353450064155
0.249868844935038	-0.0285107560953457	-0.323521011236023	0.0055698344611155	0.0646449708603972	0.36232534223214
0.267816559222833	0.147923454025722	-0.237480418500464	0.0085035733322458	0.119560096046621	0.307082894101583
0.285764273510629	0.32435766414679	-0.151439825764905	0.0114373122033761	0.174475221232845	0.251840445971025
0.354844308257007	0.344458212602589	0.0179398957062285	0.0546428530482609	0.183573987648077	0.304538769955129
0.423924343003384	0.364558761058387	0.187319617177362	0.0978483938931458	0.192672754063309	0.357237093939232
0.330626218115371	0.276280391593995	0.227807018349304	-0.0161728463883566	0.0885553031277978	0.183726587427781
0.237328093227358	0.188002022129602	0.268294419521246	-0.130194086669859	-0.0155621478077133	0.0102160809163297
-0.034086528368581	-0.138268006739754	0.157893806173673	-0.229821116572295	-0.151440958146789	-0.0593328034496527
-0.30550114996452	-0.464538035609109	0.0474931928261005	-0.329448146474732	-0.287319768485865	-0.128881687815635
-0.468055889932726	-0.545074864290298	-0.0853939347006923	-0.137022302089648	-0.270382710553491	-0.142800830487408
-0.630610629900931	-0.625611692971487	-0.218281062227485	0.0554035422954356	-0.253445652621117	-0.156719973159182
-0.718411439544831	-0.626144893609601	-0.317482021697215	0.0717350905645948	-0.130800808030723	-0.144108139971699
-0.806212249188731	-0.626678094247716	-0.416682981166944	0.088066638833754	-0.00815596344032816	-0.131496306784216
-0.789697776711158	-0.551213560259572	-0.415155353547251	0.0816325311597811	0.0469654978553509	-0.172664181976053
-0.773183304233585	-0.475749026271429	-0.413627725927557	0.0751984234858083	0.10208695915103	-0.213832057167891
-0.73456690853011	-0.424118852148876	-0.381415853612995	0.0027883224941082	0.0923899022804757	-0.106869466319372
-0.695950512826635	-0.372488678026322	-0.349203981298433	-0.0696217784975919	0.0826928454099215	9.31245291476878e-05
-0.660748687077356	-0.527522532381062	-0.329517060090325	-0.230292446121566	-0.107587216271157	-0.0850533057532867
-0.625546861328076	-0.682556386735801	-0.309830138882217	-0.390963113745541	-0.297867277952236	-0.170199736035721
-0.45099620332587	-0.519194599512897	-0.302805588252362	-0.304937833657183	-0.299522710550368	-0.152965155601345
-0.276445545323663	-0.355832812289993	-0.295781037622508	-0.218912553568825	-0.301178143148501	-0.13573057516697
0.001206954979587	-0.175167768663991	-0.109541422282447	-0.212848351779887	-0.172116561166444	-0.199570145016188
0.278859455282837	0.00549727496201135	0.0766981930576144	-0.20678414999095	-0.0430549791843879	-0.263409714865406
