C-RS2,C-LS2,C-RMFG,C-LMFG,C-RInsula,C-LInsula,C-AMCC
-0.059586105,-0.219842502,-0.308292535,-0.15916144,-0.150473025,0.087380119,0.05042615
-0.002083426,-0.209188723,-0.184376749,-0.089645525,0.072703984,-0.18971328,0.017138189
-0.189176313,-0.380957362,0.001680147,-0.128679512,-0.163570621,-0.057828496,0.014771543
-0.291721451,-0.262243166,0.06852132,-0.107670989,-0.003649989,-0.183348884,-0.002452437
-0.182268667,0.064598252,-0.143670238,-0.139453698,-0.024467315,0.037154938,-0.070835881
0.062477939,0.394033864,-0.392459828,-0.018154217,-0.077045546,0.038071978,-0.01699787
0.067487762,0.436429037,-0.084581224,0.075955311,0.141023855,0.079137391,-0.081929537
0.065720292,0.250586382,-0.016834179,0.140427695,-0.290408462,-0.025450934,-0.160161391
0.037071354,0.360939046,0.206613876,0.414187853,-0.060594975,-0.258338799,0.001603749
0.234563881,0.372382937,0.294113592,0.589590228,-0.094040545,0.001627442,-0.081223549
0.229527098,0.140314305,0.303039689,0.249654488,-0.108971566,-0.188272415,-0.104446385
0.224835201,0.067768262,0.272852579,0.320334683,-0.061982577,-0.075317315,-0.003269696
-0.134753252,-0.122503983,0.033934287,0.05007679,-0.379897171,-0.335171178,-0.054179876
-0.157035405,-0.20428859,0.122019662,0.194132307,-0.036351151,0.108006067,-0.104750035
0.156269462,0.14814782,-0.206509474,-0.109577093,-0.020850017,0.207582948,0.015889033
0.373992684,0.54457508,0.040328116,-0.250664608,0.127466043,0.129813919,0.245941778
0.566778823,0.655370296,0.25580752,-0.003779724,0.140749949,0.015978674,0.063673721
0.642551721,0.679268199,0.18466158,0.198596472,0.378154296,0.124281524,0.167753689
0.248277768,0.189422488,-0.275367393,0.187395532,0.32415016,0.19522478,0.032092501
-0.034241858,-0.166637447,-0.13412353,0.134318348,-0.016172807,-0.080594167,0.053134426
-0.172368677,-0.27645884,0.090014134,-0.138720162,-0.026948612,-0.057501363,-0.160013648
-0.414612653,-0.250851697,0.017333024,0.000490214,-0.217477039,-0.036820838,-0.005270994
-0.449808624,-0.256735631,-0.282444159,0.002609729,-0.102766693,0.051069495,-0.034631813
-0.218360204,-0.143878824,0.021069983,-0.168645631,0.148953576,0.23519654,0.065608919
-0.141620631,-0.122678982,0.132039434,-0.091937776,0.040900584,0.046671333,-0.048451644
-0.244979864,-0.241328982,0.097642109,-0.02138177,-0.020961115,0.054362026,-0.09189318
-0.361837726,-0.332554732,-0.112673808,0.051852823,-0.052188474,-0.096074029,-0.045825291
-0.604842075,-0.528626545,-0.244832317,-0.429370668,-0.348508603,0.051084539,-0.0921787
-0.54019773,-0.349042942,-0.237291528,-0.307470278,-0.217286852,-0.043698578,-0.06456624
-0.282073234,-0.345286426,-0.133648717,-0.315652356,-0.312135552,-0.232245759,-0.090549404
0.04478533,-0.227758745,-0.078237764,-0.318668554,-0.004744868,-0.140313681,-0.021884456
0.277096421,0.058271677,-0.019082829,-0.029925654,-0.026698702,-0.045953884,0.124559762
0.101656713,0.027051995,-0.032411233,-0.336612454,0.111464635,-0.145494558,0.09343124
0.187895276,0.210787682,-0.220396959,-0.172722525,0.108043143,0.154590066,-0.004071367
0.245521555,0.118502509,0.095553323,-0.150008986,-0.283433944,-0.138126335,-0.088200418
0.14615793,0.143225851,0.339560915,0.145104228,0.29759787,0.370873461,-0.000517154
0.120375943,0.124473688,0.393469602,0.2569075,0.142660003,0.139678641,-0.018440824
0.058587045,0.065282471,0.310654072,0.086750087,-0.06472784,-0.116059278,0.022871294
0.152181412,0.091078201,-0.043965295,0.203180113,0.111789367,0.001918399,0.053523155
0.082753943,-0.002461356,-0.200213156,0.158829549,0.148855843,0.120904506,0.071100218
0.246439613,-0.135304575,-0.17664702,0.058986316,0.093723555,-0.087986523,0.01420998
0.026335468,-0.344245741,0.053233912,0.367766593,0.257179012,0.139960644,0.061125026
-0.026888854,-0.181479746,0.058920815,0.425458355,0.076741842,0.096471841,-0.047553957
0.071861246,0.262501667,0.062797537,0.148792231,0.051538642,0.046308917,0.190381165
-0.105357649,0.222165938,0.204347469,0.106012879,0.237935832,0.002335603,0.030099437
-0.090561054,-0.005829459,0.134417956,0.180546739,-0.094490836,0.027871534,0.129669787
-0.052053505,0.003005521,0.133385927,0.137098437,-0.202938765,-0.302962022,0.042250843
-0.10984496,0.119460855,0.212194197,0.090343371,0.131454247,-0.011868723,0.026395951
-0.115672099,0.048333793,0.115462273,-0.297074846,-0.052123089,-0.208848554,-0.042007674
0.204616033,0.242948678,-0.337340211,-0.285548845,0.001291408,0.050801321,-0.050603037
0.299665593,0.367835968,-0.191654193,-0.123096109,-0.331583961,-0.068546227,-0.13331645
0.159538484,0.230694838,0.029481362,-0.000217785,0.000544259,0.041223561,-0.016395317
0.103626769,-0.046788555,-0.133466484,-0.055601066,-0.300351926,-0.165952943,-0.170952231
-0.029113786,-0.119634639,-0.180920646,-0.021834366,-0.053363134,-0.108416893,-0.056086576
-0.1271951,0.176266237,-0.289087223,0.199787718,0.034718313,-0.103222247,-0.059159253
-0.07612126,0.213450689,-0.14812088,0.149613392,-0.037146688,-0.144290794,0.006951089
-0.084785675,0.185831169,-0.017861866,0.123421333,0.059598213,-0.032919998,-0.086156336
0.213527615,0.225556717,0.261647724,0.061794937,-0.067501959,0.102616272,0.006565749
0.305148347,-0.034033959,0.065159358,0.195912407,-0.084023342,0.145787265,-0.036875021
0.285414221,0.199938706,-0.006174428,0.227920481,0.131772486,0.066935768,-0.027068296
0.060269534,0.152999349,-0.203630876,-0.019734517,-0.148481533,-0.239461626,0.044949343
0.025864335,0.093932563,-0.315590492,-0.450418698,-0.166319325,-0.086505639,-0.191071605
0.060303167,-0.277505063,-0.255412183,-0.386607773,-0.075195387,0.144124017,0.049559793
-0.48941949,-0.535854258,0.097272477,-0.327704705,0.064014374,-0.030421421,0.022585697
-0.274023943,-0.384966954,0.292984087,-0.079536211,0.165552433,0.18277596,0.189441101
-0.14317709,-0.028746598,0.228287377,0.12120348,0.165294031,0.150775155,0.087286535
-0.258905112,-0.152579191,0.161757535,0.080317365,0.135664453,0.056368797,0.084346537
