rFFA,lFFA,rpSTS,lpSTS,rOPA,lOPA,rPPA,lPPA,rRSC,lRSC,rLOC,lLOC,rEVC,lEVC
0.149867047,0.307847388,-0.48998567,-0.292034954,-0.590543409,-0.210290058,-0.253028031,-0.254854507,-0.30615446,-0.196196513,0.659669702,0.930446652,-0.248521918,-0.066860188
0.14321474,0.185826253,0.12025289,0.366205964,-0.901521395,-0.591300352,-0.420226761,-0.275586447,-0.228658936,-0.213343725,0.611241241,0.426818717,-0.107878758,-0.03274112
0.041257744,0.170769266,0.554666787,0.526878888,-0.681234394,-0.525724526,-0.486887624,-0.39117993,-0.095582936,-0.029728508,0.570471018,0.239473634,-0.098286705,0.117789641
0.093080736,-0.082695034,0.472766047,0.068911433,-0.610290158,-0.458790122,-0.353715727,-0.246416097,-0.183800833,-0.101705608,0.482537854,0.118595614,-0.406480408,0.102637334
0.104890751,0.056174716,0.755583135,0.275763965,-0.463748221,-0.157448723,-0.261936141,-0.196358247,-0.168949818,-0.118929577,0.650406152,0.537890275,0.237329059,0.657960056
0.062290346,0.061555906,0.656940647,0.218100933,-0.595081405,-0.227908399,-0.20326162,-0.104288371,-0.131531277,-0.16119979,0.491079539,0.525231387,0.534015284,0.391942351
-0.055371547,0.019829582,0.485671254,0.416230011,-0.075710905,-0.001536351,0.014130318,0.072513076,0.064110268,-0.118977517,0.635271474,0.81327084,0.80242535,0.398881847
0.167769867,0.17675641,0.403963435,0.175254281,0.07946176,0.185332491,0.142996523,0.104671834,-0.057284267,-0.074191905,0.951983323,0.98143564,1.086112652,0.534992901
0.499708006,0.286366444,0.620083476,-0.046129114,0.094255782,-0.03758844,-0.053065113,-0.101536252,-0.208513537,-0.158756746,1.328592187,1.197389323,0.96660692,0.227650677
0.654681563,0.442650038,0.884639731,0.118272406,0.251665863,0.185901806,-0.175753897,-0.119161291,-0.074354918,-0.068739147,1.733130828,1.446317584,1.084565312,0.691104307
0.614321532,0.368436254,1.184194476,0.208211308,0.66591556,0.395161072,0.246828872,0.368148364,0.246969029,0.246608758,1.850048905,1.272933204,0.91810604,1.043537015
0.421599592,0.159337713,1.378772359,0.374583867,1.037461974,0.386253362,0.460783498,0.557690122,0.411473031,0.308065434,1.609784892,0.713355704,0.31888463,0.794151777
0.136661586,-0.183175828,0.752330186,-0.095805986,1.096685783,0.345775241,0.500742877,0.358828357,0.484769232,0.325183193,1.086842464,0.021245559,-0.35701238,-0.333230001
-0.138921638,-0.365847457,-0.044030027,-0.304168049,0.888978147,0.200370716,0.533388668,0.385057178,0.47565889,0.250354919,-0.002463297,-0.660863303,-0.450774884,-0.738873241
-0.271459444,-0.272930031,-0.504501649,-0.176889497,0.288446433,-0.068246862,0.186327643,0.250445363,0.04582026,0.020896087,-1.036355397,-1.196092914,-0.7790098,-0.916061827
-0.064270438,0.185835239,-0.334650185,-0.154551423,-0.097650197,-0.111043281,0.006048317,0.136143765,-0.088934582,-0.081548419,-1.11054677,-1.014128728,-0.865274324,-0.827962082
-0.267597768,-0.050589184,-0.531117963,-0.102567135,-0.461214753,-0.350378184,-0.141492446,-0.134740126,-0.214173999,-0.085640115,-1.179180198,-1.019427845,-0.732578674,-0.796624867
