RS2,LS2,RMFG,LMFG,RInsula,LInsula,AMCC
0.788863630464439,0.544577153980826,0.463370938337317,0.889563428868308,0.357568417542683,0.41304002744311,0.179792404164951
0.553113947129027,0.412729061903863,0.31114419655758,0.490646376216364,0.197788978050699,0.232816557105802,0.233614563751672
0.135368456501664,0.245347693129286,-0.0921031165899419,0.362053118924421,0.0532272732739104,0.0756021971707357,-0.097100344874972
-0.0991176505538807,0.169263238149466,-0.417242915622584,0.0363503602957128,-0.0851746203022757,-0.0923046165614914,0.0023378315687761
-0.18228543909099,0.0842925224657512,-0.38578126908156,-0.409895459536406,0.146844247962805,0.0690823954322543,-0.00732898602155812
0.108336942979712,0.101321164274385,0.055063010289667,0.0779682663243556,0.19249311164645,0.158713186171109,-0.0418984225781859
0.0719520132961358,0.306613721545252,0.0767244565691667,0.195975549921026,0.133125944522724,0.161095672418122,0.161299039054771
0.192819286921226,-0.253216005512924,0.3263844667754,0.166653954311319,0.0883710177017435,-0.0511356745139697,0.107494366048137
-0.200024301297547,-0.71235047425178,-0.0990409707644025,-0.0670804362065001,-0.264452145028716,-0.178841646040181,-0.0909327597693475
-0.523138353429786,-0.611598009378437,-0.0182813800637565,-0.169821124300833,-0.136156910792483,-0.288186666813527,-0.128406236580003
-0.306011476516968,-0.366306799687157,-0.263497882060665,-0.401091659221138,-0.147120073900657,-0.102657906784793,-0.0946928159943445
0.0568418590208724,-0.0484703398634694,-0.252369799003566,-0.12209413762104,0.0460326214453227,-0.0141558681594948,0.010653620366803
-0.302235223499135,-0.194130307637589,-0.107573786275981,-0.0602425942435503,0.00564055920153914,0.0390613989485226,-0.0527326613035685
-0.385240691172437,-0.358341899982577,0.0291124786773403,-0.0576475088523894,-0.278887103932864,0.0026441591991641,0.103749094358395
-0.201093789390539,-0.24390611813683,0.0494954924050092,-0.185087778328615,-0.0576742391073454,-0.103324386099229,-0.0965087189481792
-0.180299423769813,-0.449529329881986,0.164439846515272,-0.438739785873471,0.00594004428910567,0.0442764907120504,-0.196702333425863
-0.190129568854256,-0.304120230899407,0.286442553542206,-0.215706729285378,0.104959714837545,0.043673726821209,0.0386201965585545
-0.127372423834594,-0.220116883246467,0.103705151423319,-0.372049443139098,-0.0431835611914047,0.0338329007317546,0.0776145157717444
-0.0907442344558795,0.0640763126402083,-0.308138715989442,-0.258848629056764,-0.186433918024408,0.00261973896205327,0.149387235282403
-0.0919959090888634,0.116936241126319,-0.318387777423503,-0.215223434275156,-0.029597728265155,-0.126268919286345,0.0500886759523428
-0.130235882730152,0.170430303750472,-0.0952732108173698,-0.146519066672582,-0.0739721092799796,0.125303872520617,0.106414772406004
0.0517545465017583,0.492115960396748,-0.0330477482164085,0.231938832112549,-0.0197619311516514,-0.0326321605172284,0.00937444469709054
-0.219824431020516,0.121203836809232,-0.323905869720461,-0.212879265161042,-0.219077970752053,-0.114518806210776,-0.104324533819974
-0.110640138000388,0.0939955381058628,-0.0281367479868844,-0.15004395214775,-0.138588581918988,-0.174568776491614,0.0688316588949788
-0.111350119486853,-0.0492756197006742,-0.142838985949375,-0.298506078123637,-0.269435406574841,-0.219720982591576,-0.268062556814834
-0.154988167534918,-0.180650592048432,0.006342421704933,-0.160927335432441,-0.0676090433734858,-0.191338609474078,-0.18029110374085
0.0322346572590539,-0.239882788767594,0.014620628222423,-0.0615547090176839,0.143670049208556,0.0939129355919352,-0.213398686807921
0.294598842014843,0.398458810754753,0.184429937743863,0.212578050980477,0.0873776548613689,0.0438546820551011,0.0179517287294168
0.247914328421304,0.564787524957852,-0.093633020189894,0.198197646509979,0.308703590996322,0.33294018137057,0.110404929461962
0.170551481323391,0.19129007712668,-0.0463967157251126,-0.111507086744885,-0.0142946526360222,0.0383156863635333,0.0620318382580812
0.0817636413435074,0.101381424557611,-0.105115121054765,0.191582125553982,0.0473134879267079,0.088081007426843,0.073947394594965
0.226300961924918,0.322285491843953,0.190659685781956,0.36116611712993,0.130947243076286,0.128969750031998,0.150540476080493
0.165802764158035,0.28695839046673,0.165918650799463,0.173568722028163,0.137567971183521,0.171341199509367,0.298037482433723
0.0677072947076274,0.0397363902525709,-0.030866195130856,-0.0265843522086515,0.0265222921073383,0.129270415826207,0.058395150744221
-0.181744930773799,-0.223618512429538,-0.441595217072537,-0.370626951351552,-0.0271637983916931,-0.127732064207715,-0.103545052631111
