LIFGop	LmidFrontal	LmidFrontalOrb	LprecG	Linsula	LSMA	LParInf	LParSup	LACC	RIFGop	RmidFrontal	RmidFrontalOrb	RprecG	Rinsula	RSMA	RParInf	RParSup	RACC	Lmultiple_demand	Rmultiple_demand	multiple_demand
0.0161340826019095	0.680749701992485	0.332688249216142	0.299066113580514	0.347608569204501	0.182107231503628	0.183298348082267	-0.450556419041977	0.637419329560203	0.145209298609555	-0.0899291522418227	0.447508314146838	0.00511847747707264	0.0857146693518464	1.31219625400834	0.761037290277099	-0.511556681528129	1.07857272252645	0.306240499681164	0.439755472500859	0.403256321149098
-0.470778595414489	-0.403810958660777	-1.51952474799622	0.0281069802657159	0.769365193169033	-0.288319883832757	-0.218847251708737	-0.594194119913782	0.674894384271864	0.52126433137346	-0.0343486038115275	-0.0362609962471394	0.493069144411759	0.937455171721232	1.31927979041881	0.589202267986363	-0.477792644846733	1.4621238973073	-0.416352082945948	0.677345395989719	0.150776410311983
-0.402239567424347	-1.16141811979038	-2.81039221108306	-0.0792065108227214	1.24889669712808	-0.36971880791912	-0.497880292518717	-0.901648099494185	0.803154078569278	0.971171491546331	0.0709780708392339	-0.339903435748127	1.12308139791999	1.77189979415718	1.04843869232092	0.327514581367674	-0.546295437392445	1.76343063180497	-0.80375379907723	0.915671533269494	0.0762323476296388
0.137505278002234	-1.32257055557577	-2.63312520030763	0.0666030941049571	1.56413088610173	-0.0657561589628762	-0.714445722649696	-1.28224905695527	1.2523269174482	1.39655974541872	0.26699418547257	-0.0872111682993351	1.54830106534787	2.21343423848844	0.784264452018218	0.0805837191815263	-0.633453379883951	2.03053290282104	-0.678404174433531	1.16701905152723	0.280402480524797
0.586340718245191	-1.00479511637391	-1.18695971495877	0.202156977584295	1.51754988910511	0.318505428621178	-0.886604469325457	-1.44765259738528	1.79809039030154	1.4789787196077	0.417767938398714	0.498458486197315	1.35779184530642	2.05450794551794	0.620093078708508	-0.284729667902594	-0.738911617870011	1.97365357028715	-0.277914988305555	1.14431131211982	0.480072183651426
0.381675565218164	-0.614071976947921	0.484198514836603	0.0440107801909388	0.992881760149932	0.344905079676354	-1.06837361764477	-1.09746283902536	1.80178511400573	0.950788304382022	0.235263117307857	0.877239563271964	0.698054748953699	1.34048180790018	0.278833295102111	-0.854343091032711	-0.819176976468458	1.20424530183882	-0.0730485336109175	0.580058180019637	0.279276333606355
-0.416994497060907	-0.548276012042589	1.43719808559284	-0.379149204751242	0.00926442823529594	-0.107188944645332	-1.11145472845862	-0.210166590885416	0.900272530219632	0.055109703170948	-0.349816836343623	0.860770820791471	0.0097509205169932	0.275643011260998	-0.491605459341139	-1.46822698746158	-0.670718835920725	-0.198906340573577	-0.263765891331116	-0.361068349731556	-0.337626511443736
-1.17949118345676	-0.844953832063664	1.55992140074578	-0.701981479881345	-1.04837696867517	-0.761313631909398	-0.89820322992979	0.895093836674216	-0.6789579444211	-0.536888950136736	-1.0629470037827	0.537057101388998	-0.173037561123794	-0.742529543294857	-1.41871537207087	-1.74237599249164	-0.162443257763493	-1.58168903282248	-0.610524882465469	-1.10254310829182	-0.927734465198562
-1.22756369614418	-1.17882067572709	1.1417530676306	-0.61488216439859	-1.7218154136186	-1.16170833958473	-0.3973024684259	1.71039162049674	-2.08084168127046	-0.443244452581819	-1.43491700930413	0.216431271203372	0.213192377379751	-1.39455158304098	-1.85997802266774	-1.40198524222769	0.667537623726663	-2.20966760956738	-0.715731489663337	-1.14928387616683	-1.00907819213014
-0.612616306117715	-1.23198190824158	0.636466331786307	-0.144753947900317	-1.7507028536161	-1.22037423081789	0.154964232892853	1.86756507890607	-2.65457949074011	0.138414902887165	-1.25947490983642	0.0172624168175678	0.732219016376525	-1.56130997258403	-1.53371866910961	-0.678244986126817	1.25618478767731	-2.03633937326844	-0.495612334734725	-0.654039636669704	-0.621018778686987
0.064682560761031	-0.93613845733967	0.186480842893503	0.290891263151418	-1.32750185765133	-1.14484189585403	0.447087303526869	1.47663762601279	-2.45875913442496	0.541352110029042	-0.751675460911309	-0.123236542476787	0.837414077089446	-1.52117047764463	-0.821198241799563	-0.0925630208366036	1.33857280759855	-1.66431779292153	-0.224250728967766	-0.217804131267234	-0.238165415475033
0.344074292918042	-0.581650776849547	0.0160317940697175	0.344548008696496	-0.942937812683918	-1.20020783070722	0.314530039484479	0.903401401597958	-1.99216831237197	0.222310919623395	-0.380217246810071	-0.23182731321367	0.370502422297296	-1.55967828579905	-0.470354850106486	0.0281150100851135	0.971687261643939	-1.5670848798735	-0.18873474364162	-0.314463116433027	-0.272339371256786
0.168443033690815	-0.407029239554565	0.0554244631304341	0.00640646821648855	-0.933910487685278	-1.33807267510619	-0.0789993381439607	0.519521678602782	-1.61688994757507	-0.551068558598668	-0.396287497462801	-0.24726675929084	-0.40465971314949	-1.74764860356264	-0.864116138884147	-0.23488439426113	0.584934459289629	-1.73272671988443	-0.40981065436621	-0.827639397732905	-0.670735199058379
-0.113328525825056	-0.407744413085792	0.203146972111556	-0.447223413779334	-1.15670486866691	-1.16354164868557	-0.412380857211903	0.37481642491872	-1.25744611294122	-1.22400914354508	-0.639490781205214	-0.0815500380716953	-1.06825717870456	-1.86610906423738	-1.40996512120863	-0.498867586903564	0.405303116260833	-1.63779972572522	-0.61308308131958	-1.2418924404409	-1.00547548342117
-0.334652470377604	-0.342544426122481	0.159208995082257	-0.7435989002485	-1.13648366066768	-0.422518110032341	-0.546595087054553	0.221167591252705	-0.615619823781012	-1.3256296708597	-0.693024163947536	0.0661539960596779	-1.40082798532169	-1.51399105578545	-1.34079647153985	-0.564781402706412	0.363744278696205	-0.967161649580104	-0.60775664417015	-1.16984810858818	-0.963162358764096
