RTPJ	LTPJ	PC	DMPFC	lDMPFC	rDMPFC	MMPFC	lMMPFC	rMMPFC	VMPFC	lVMPFC	rVMPFC	group-avToM	group-RTPJ
-0.0760659188655896	0.0308583270155433	-0.0576330409470423	0.295891308036025	0.23550083278532	0.45035893841205	0.256867276997814	0.121894181707791	0.344434571095445	-0.199735503489928	-0.373720866665417	-0.0404955265630167	0.145552664418889	0.131634044786076
-0.0181240959676199	-0.0229118936747894	-0.17360447646251	0.0218006485997688	0.09558821675801	0.0360348582768004	0.241371924589071	0.196672367096873	0.224442139960166	-0.278467998231551	-0.291897721414248	-0.147482772030075	0.0188803964369166	-0.0237368968672645
0.254475021075354	0.220634020556187	0.0716329561902983	0.216617629973403	0.370057573354261	0.0790450781715039	0.196935337522686	0.407698361462966	0.212724662536716	0.00989328008496806	-0.0114886477792216	0.0824712056123859	0.11472571226333	0.16555418830657
0.251741328343369	0.131809542525207	0.304384395612421	0.318444121772141	0.356865026300172	0.31114227614719	0.670463225802093	0.387351414961384	0.711523260378022	0.149993779215107	0.0163423279735401	0.270670770531804	0.237301977818125	0.266579997414105
0.118328077155587	0.0571363139551417	0.228154503713169	0.0222758477869037	0.304088858200301	-0.0436298399151524	0.0289181045670909	-0.0323970636599756	0.0417491930021653	0.101026237104594	-0.00152535060847921	0.102615448811872	0.0675988766632738	0.17706085350943
0.0947780728091389	0.0874566091701818	0.0812422199308473	-0.186702585416112	0.133075117726188	-0.276003632583278	-0.332809828210196	0.00801417564402529	-0.330309879972318	-0.242155881323651	-0.347142663930674	-0.267446121836481	-0.0484325969573951	0.124729751887385
-0.0688119937774326	0.358564137474096	0.197921607498669	0.359389407523561	0.517397054982655	0.285154203296442	0.0405683395067166	0.303776778555423	0.011955369470501	-0.179470523526944	-0.0308618708312472	-0.332778579109136	0.24221861280736	0.103445238519691
0.00476646756774764	0.203480816277624	0.0635946575043927	0.399276230285012	0.332250560807457	0.304274289014509	0.159227536809053	0.131544004596503	0.0633200322205204	0.182962259587691	0.287837605357068	0.0560156437483523	0.193315399804399	0.0496484202897199
-0.110797918559015	-0.0317198447904175	-0.00585605476818276	-0.0753401586235076	-0.047706149683461	-0.0769557656438261	-0.0760630390806658	-0.257846129216792	0.00746378239320652	0.0587978712067115	0.154940681323068	-0.0174018701474781	0.0184696100524609	0.102382955385771
-0.246648887480989	-0.123998672093721	-0.144049913518998	-0.331597936790822	-0.530261672306771	-0.209549887484841	-0.505951136344486	-0.472780514637066	-0.461922969185765	0.0860610519006358	0.0959487046434498	0.0146882355253208	-0.143356141481755	-0.0316735044113059
