LIFGOrb	LIFG	LMidFG	LAntTemp	LPostTemp	RIFGOrb	RIFG	RMidFG	RAntTemp	RPostTemp	Llanguage	Rlanguage	language
1.3365543040115	0.687886050502735	1.53693106205544	0.310421407841663	1.23799540859281	-0.261732136817138	-0.260044938349643	0.481408272461434	-0.335319910463842	-0.0709410487950509	1.31010610506259	-0.141812334488384	0.631550197494806
0.621592678561898	0.255888570816076	0.703805159509265	0.467547712694981	0.80236368615463	-0.562131498429483	-0.186719421818363	0.671015190419006	-0.160702418265019	-0.0490656411290195	0.713493814069575	-0.125999586966666	0.317351600710888
-0.0933689468877006	-0.176108908870398	-0.12932074303691	0.624674017548299	0.366731963716452	-0.862530860041829	-0.113393905287084	0.860622108376577	0.0139150739338041	-0.027190233462988	0.116881523076563	-0.110186839444727	0.00315300392697117
-0.535309512069266	-0.370095038282979	-0.880114203450748	0.753776565694033	-0.127550121789942	-0.713745488847441	0.309520899601206	0.885381774638734	0.311596322540433	-0.0932920088005868	-0.33480720570941	0.101185675868357	-0.125979644673446
-0.977250077250832	-0.564081167695746	-1.63090766386458	0.882879113839766	-0.621832207296336	-0.564960117653053	0.732435704489659	0.91014144090089	0.609277571147062	-0.159393784138015	-0.786495934495382	0.312558191181441	-0.255112293273863
-0.746458893211843	-0.390043966484939	-1.85372800329029	0.962698503635505	-0.839370292776408	-0.0529800380692476	1.34916110701438	0.859318968046256	0.872534228433766	-0.230805893944898	-0.753692204707181	0.656919711538206	-0.0495641039279974
-0.515667709172722	-0.216006765274132	-2.076548342716	1.04251789343101	-1.05690837825665	0.459000041514405	1.96588650953926	0.808496495191622	1.13579088572027	-0.30221800375195	-0.720888474918757	1.00128123189497	0.155984085418109
0.0863535496191364	0.0780679521878765	-1.77531615363832	1.02009888806522	-0.894766711479678	0.919499251217397	2.32947153964107	0.758977162666437	1.20214553275697	-0.256406461611795	-0.348697839928809	1.2492106424636	0.492582326325128
0.688374808411127	0.37214266965007	-1.47408396456064	0.997679882699429	-0.732625044702536	1.37999846092039	2.69305656974305	0.709457830141253	1.26850017979348	-0.21059491947164	0.0234927950609174	1.49714005303201	0.829180567232387
1.0605869733087	0.440932077243137	-1.09966738247469	0.864711988800989	-0.413976590414316	1.39414155704159	2.50015873787272	0.714670391459923	1.10635536560822	-0.0589729815568834	0.298612975653351	1.45340879388997	0.9541969419359
1.43279913820627	0.509721484836018	-0.72525080038874	0.731744094902777	-0.0953281361260971	1.40828465316278	2.30726090600222	0.719882952778593	0.944210551422967	0.0926489563580434	0.573733156245784	1.40967753474771	1.07921331663917
1.28253934604445	0.284436174967632	-0.69584635676936	0.515864534605882	0.107924339946583	1.03094684865156	1.72187379477519	0.66775733959451	0.652349885889232	0.211537041497684	0.486283861194495	1.09783390729826	0.861830559556121
1.13227955388276	0.0591508650992461	-0.66644191314998	0.299984974309216	0.311176816019093	0.653609044140336	1.13648668354817	0.615631726410426	0.360489220355496	0.330425126637495	0.398834566143206	0.78599027984881	0.644447802473311
0.698686754932279	-0.246274104615126	-0.949378003976028	0.138026987265014	0.31371647991413	0.241762085093827	0.640550617384241	0.514638350866756	0.132488666255708	0.333753993021002	0.0914861104597949	0.462674696392081	0.301823119168722
0.265093955981801	-0.551699074329498	-1.23231409480208	-0.0239309997789583	0.316256143809168	-0.17008487395253	0.144614551220474	0.413644975323085	-0.0955118878440803	0.337082859404678	-0.215862345223616	0.139359112935132	-0.0408015641361071
-0.0634151974700046	-0.622552164150519	-1.41004762067906	-0.0420981248177359	0.246018564221324	-0.302464253646072	0.0512081878380088	0.414948115652534	-0.146067809395101	0.298959413436263	-0.401299400698275	0.0549552644496955	-0.187169899175634
-0.39192435092181	-0.693405253971356	-1.58778114655604	-0.0602652498565134	0.175780984633479	-0.434843633339463	-0.0421981755442928	0.416251255981984	-0.196623730946121	0.260835967467847	-0.586736456172934	-0.0294485840357407	-0.333538234214921
-0.501918447144652	-0.543100398379901	-1.41527507732276	0.0241925548428405	0.174749246176243	-0.318304521301168	0.128793277943643	0.579795367347078	-0.136588574104679	0.321310373442479	-0.53647507109064	0.112506212230039	-0.228926824926257
-0.611912543367495	-0.392795542788447	-1.24276900808947	0.108650359541965	0.173717507719177	-0.201765409263026	0.299784731431579	0.743339478712172	-0.0765534172630393	0.381784779417281	-0.486213686008569	0.254461008496039	-0.124315415637833
-0.643830473074726	-0.155472086591589	-0.834373957820796	0.15889985432922	0.238875759517458	-0.125392690209288	0.36550386657959	0.914702432054835	-0.0684046009596084	0.531900801586446	-0.330233923866566	0.369661594579039	0.0229088871095732
-0.675748402781957	0.0818513696052692	-0.425978907552119	0.209149349116475	0.304034011315909	-0.0490199711555497	0.431223001727601	1.0860653853975	-0.0602557846563747	0.682016823755781	-0.174254161724786	0.484862180662038	0.170133189856979
-0.732218586111092	0.276181446056368	-0.0973025710961192	0.128943424745282	0.318954536697102	-0.159901844745334	0.220982620304209	1.02286307941135	-0.18514886717255	0.753111898669319	-0.0914579909992689	0.373876603828122	0.154407290297225
-0.788688769440227	0.470511522507652	0.231373765359881	0.048737500374089	0.333875062078295	-0.270783718334966	0.0107422388808169	0.959660773425202	-0.310041949688726	0.824206973583029	-0.00866182027375181	0.262891026994426	0.13868139073747
-0.789179814512908	0.568192481289866	0.264698801461378	-0.0755333655807607	0.224113963129332	-0.389585725752299	-0.296251313732479	0.558293551908545	-0.497298422275896	0.703416679081457	-0.0313471706408699	-0.00851103847654275	-0.0216032166782103
-0.789670859585457	0.66587344007208	0.298023837562875	-0.19980423153584	0.114352864180199	-0.508387733169631	-0.60324486634594	0.156926330391889	-0.684554894863066	0.582626384579715	-0.0540325210077658	-0.279913103947732	-0.18188782409389
-0.556424450183723	0.668625016376328	0.112449126720781	-0.22898759196864	-0.0219159766695842	-0.421831984908545	-0.759936322833436	-0.35194996831743	-0.706007901047649	0.348733891748141	-0.053877879828729	-0.465373129635791	-0.282945204688143
-0.323178040781988	0.671376592680577	-0.0731255841213123	-0.25817095240167	-0.158184817519538	-0.335276236647307	-0.916627779320769	-0.860826267026749	-0.727460907232034	0.114841398916567	-0.0537232386499143	-0.650833155324071	-0.384002585282636
0.106486397588891	0.538613036025351	-0.20642572852905	-0.114573357683744	-0.213819329713345	-0.0162079881549246	-0.842693752279358	-1.1344857362434	-0.482331208658786	-0.00824739856429435	0.045118752830542	-0.570974699793902	-0.286968983962887
0.53615083595977	0.405849479369939	-0.339725872936788	0.029024237034412	-0.269453841907153	0.30286026033761	-0.768759725237785	-1.40814520546006	-0.237201510085538	-0.131336196045156	0.143960744310776	-0.491116244263953	-0.189935382642897
0.893631648684569	0.14616946570465	-0.297252787708601	0.191755293229522	-0.249295259742137	0.57949922046655	-0.686915061557795	-1.38729496018625	0.0957358417080071	-0.0966208751840932	0.247280755059825	-0.301312859769863	-0.0305200387609788
