RTPJ	LTPJ	PC	DMPFC	MMPFC	VMPFC
-0.0760659188655896	0.0308583270155433	-0.0576330409470423	0.295891308036025	0.256867276997814	-0.199735503489928
-0.0470950074166047	0.00397321667037695	-0.115618758704776	0.158845978317897	0.249119600793442	-0.239101750860739
-0.0181240959676199	-0.0229118936747894	-0.17360447646251	0.0218006485997688	0.241371924589071	-0.278467998231551
0.118175462553867	0.0988610634406988	-0.0509857601361059	0.119209139286586	0.219153631055878	-0.134287359073291
0.254475021075354	0.220634020556187	0.0716329561902983	0.216617629973403	0.196935337522686	0.00989328008496806
0.253108174709362	0.176221781540697	0.18800867590136	0.267530875872772	0.43369928166239	0.0799435296500375
0.251741328343369	0.131809542525207	0.304384395612421	0.318444121772141	0.670463225802093	0.149993779215107
0.185034702749478	0.0944729282401744	0.266269449662795	0.170359984779522	0.349690665184592	0.125510008159851
0.118328077155587	0.0571363139551417	0.228154503713169	0.0222758477869037	0.0289181045670909	0.101026237104594
0.106553074982363	0.0722964615626618	0.154698361822008	-0.0822133688146042	-0.151945861821553	-0.0705648221095285
0.0947780728091389	0.0874566091701818	0.0812422199308473	-0.186702585416112	-0.332809828210196	-0.242155881323651
0.0129830395158531	0.223010373322139	0.139581913714758	0.0863434110537245	-0.14612074435174	-0.210813202425297
-0.0688119937774326	0.358564137474096	0.197921607498669	0.359389407523561	0.0405683395067166	-0.179470523526944
-0.0320227631048425	0.28102247687586	0.130758132501531	0.379332818904286	0.0998979381578848	0.00174586803037349
0.00476646756774764	0.203480816277624	0.0635946575043927	0.399276230285012	0.159227536809053	0.182962259587691
-0.0530157254956337	0.0858804857436032	0.028869301368105	0.161968035830752	0.0415822488641936	0.120880065397201
-0.110797918559015	-0.0317198447904175	-0.00585605476818276	-0.0753401586235076	-0.0760630390806658	0.0587978712067115
-0.178723403020002	-0.0778592584420692	-0.0749529841435904	-0.203469047707165	-0.291007087712576	0.0724294615536736
-0.246648887480989	-0.123998672093721	-0.144049913518998	-0.331597936790822	-0.505951136344486	0.0860610519006358
-0.229704215199453	-0.215600812825814	-0.229390964325893	-0.426642882201844	-0.542353267625235	-0.0966116022242621
-0.212759542917917	-0.307202953557906	-0.314732015132788	-0.521687827612866	-0.578755398905984	-0.27928425634916
-0.309854313389875	-0.311789631358388	-0.394326796444313	-0.307513992703185	-0.427159457591622	-0.170125352728486
-0.406949083861833	-0.316376309158871	-0.473921577755839	-0.0933401577935049	-0.27556351627726	-0.0609664491078126
-0.373775632565153	-0.298992415352213	-0.424856824709781	-0.0772548572375291	-0.215471359280045	0.0141806261874923
-0.340602181268473	-0.281608521545555	-0.375792071663724	-0.0611695566815533	-0.15537920228283	0.0893277014827971
-0.318462985545885	-0.252700525694015	-0.297860032164305	-0.13607852878666	-0.003537712250821	0.128156947814692
-0.296323789823297	-0.223792529842475	-0.219927992664886	-0.210987500891767	0.148303777781188	0.166986194146586
-0.336384512733217	-0.104375771083179	-0.151285838455566	-0.231256744731569	0.166364951521995	0.0872409149330771
-0.376445235643138	0.0150409876761172	-0.0826436842462466	-0.251525988571372	0.184426125262803	0.00749563571956816
-0.402109569062243	0.00592347829033142	-0.0574102790101833	-0.331783145684836	-0.07945895825568	-0.0866640993507059
-0.427773902481349	-0.00319403109545435	-0.0321768737741201	-0.4120403027983	-0.343344041774163	-0.18082383442098
-0.265359116623599	-0.00103959642489215	0.0263484647390414	-0.226591201778438	-0.210409030803099	-0.0637500042227526
-0.102944330765848	0.00111483824567006	0.0848738032522029	-0.0411421007585759	-0.0774740198320343	0.0533238259754747
-0.0254212973221523	0.053323588638273	0.11913530419174	-0.0228788693022498	0.0332547557391894	0.0935157930006098
0.0521017361215434	0.105532339030876	0.153396805131277	-0.00461563784592379	0.143983531310413	0.133707760025745
0.107644040998354	0.0313425397705673	0.235275659381303	-0.0181209642023734	0.116410707805679	0.0704568816152928
0.163186345875164	-0.0428472594897414	0.317154513631328	-0.031626290558823	0.0888378843009457	0.00720600320484063
0.290242329431578	0.0627441786510108	0.352832216086474	0.0640976091124265	0.177396582785338	0.147280993206556
0.417298312987992	0.168335616791763	0.38850991854162	0.159821508783676	0.265955281269731	0.287355983208271
0.403554666439133	0.116588749855893	0.300650447707782	0.0550706828806251	0.130166535368292	0.345144488963658
0.389811019890273	0.0648418829200235	0.212790976873944	-0.0496801430224258	-0.00562221053314711	0.402932994719045
0.326682209982334	0.0222701648887955	0.026702966249114	0.0311462275817296	-0.0200074192661862	0.230975734480874
0.263553400074395	-0.0203015531424326	-0.159385044375716	0.111972598185885	-0.0343926279992253	0.0590184742427031
0.230126463325682	-0.00689178747893489	-0.16625899460135	0.0117025088579665	-0.0309040661905646	0.124488367894078
0.196699526576969	0.00651797818456282	-0.173132944826985	-0.088567580469952	-0.0274155043819039	0.189958261545452
0.174575176545095	0.0832689028812534	-0.116185891890476	-0.0637364034450532	0.0346300717307193	0.173521247430407
0.15245082651322	0.160019827577944	-0.0592388389539662	-0.0389052264201544	0.0966756478433426	0.157084233315361
0.210220455140674	0.17505480302594	0.0543905939960484	0.0381023129454093	0.121964345233639	0.183442663668108
0.267990083768128	0.190089778473936	0.168020026946063	0.115109852310973	0.147253042623936	0.209801094020854
0.262967089039248	0.164525810306455	0.192542529221046	0.0186611989591687	0.0881186811692128	0.148555292209456
0.257944094310368	0.138961842138975	0.217065031496029	-0.0777874543926356	0.0289843197144896	0.0873094903980572
0.0696504964889245	-0.0522972597560775	0.122824705839438	-0.189442996688598	-0.110215362201952	0.0637781301089935
-0.118643101332519	-0.24355636165113	0.0285843801828461	-0.301098538984561	-0.249415044118393	0.0402467698199297
-0.27589781282107	-0.332201881869806	-0.0857126459308805	-0.0822718231053875	-0.223832561095546	0.0262023493951425
-0.43315252430962	-0.420847402088483	-0.200009672044607	0.136554892773786	-0.198250078072698	0.0121579289703552
-0.534709788852437	-0.446857065458036	-0.257943042147911	0.140264522621784	-0.045009778519438	0.0569689347254836
-0.636267053395254	-0.472866728827589	-0.315876412251215	0.143974152469782	0.108230521033822	0.101779940480612
-0.65081401839274	-0.42563564388738	-0.318373629770113	0.181534337334826	0.181543641754322	0.0599491153351461
