RS2	LS2	RMFG	LMFG	RInsula	LInsula	AMCC
0.788863630464439	0.544577153980826	0.463370938337317	0.889563428868308	0.357568417542683	0.41304002744311	0.179792404164951
0.670988788796733	0.478653107942345	0.387257567447449	0.690104902542336	0.277678697796691	0.322928292274456	0.206703483958312
0.553113947129027	0.412729061903863	0.31114419655758	0.490646376216364	0.197788978050699	0.232816557105802	0.233614563751672
0.344241201815345	0.329038377516574	0.109520539983819	0.426349747570392	0.125508125662305	0.154209377138269	0.06825710943835
0.135368456501664	0.245347693129286	-0.0921031165899419	0.362053118924421	0.0532272732739104	0.0756021971707357	-0.097100344874972
0.0181254029738916	0.207305465639376	-0.254673016106263	0.199201739610067	-0.0159736735141826	-0.00835120969537785	-0.047381256653098
-0.0991176505538807	0.169263238149466	-0.417242915622584	0.0363503602957128	-0.0851746203022757	-0.0923046165614914	0.0023378315687761
-0.140701544822435	0.126777880307609	-0.401512092352072	-0.186772549620347	0.0308348138302647	-0.0116111105646185	-0.00249557722639101
-0.18228543909099	0.0842925224657512	-0.38578126908156	-0.409895459536406	0.146844247962805	0.0690823954322543	-0.00732898602155812
-0.036974248055639	0.0928068433700681	-0.165359129395947	-0.165963596606025	0.169668679804628	0.113897790801682	-0.024613704299872
0.108336942979712	0.101321164274385	0.055063010289667	0.0779682663243556	0.19249311164645	0.158713186171109	-0.0418984225781859
0.0901444781379239	0.203967442909818	0.0658937334294168	0.136971908122691	0.162809528084587	0.159904429294616	0.0597003082382925
0.0719520132961358	0.306613721545252	0.0767244565691667	0.195975549921026	0.133125944522724	0.161095672418122	0.161299039054771
0.132385650108681	0.026698858016164	0.201554461672283	0.181314752116172	0.110748481112234	0.0549799989520762	0.134396702551454
0.192819286921226	-0.253216005512924	0.3263844667754	0.166653954311319	0.0883710177017435	-0.0511356745139697	0.107494366048137
-0.00360250718816051	-0.482783239882352	0.113671748005499	0.0497867590524094	-0.0880405636634863	-0.114988660277075	0.00828080313939475
-0.200024301297547	-0.71235047425178	-0.0990409707644025	-0.0670804362065001	-0.264452145028716	-0.178841646040181	-0.0909327597693475
-0.361581327363666	-0.661974241815108	-0.0586611754140795	-0.118450780253667	-0.200304527910599	-0.233514156426854	-0.109669498174675
-0.523138353429786	-0.611598009378437	-0.0182813800637565	-0.169821124300833	-0.136156910792483	-0.288186666813527	-0.128406236580003
-0.414574914973377	-0.488952404532797	-0.140889631062211	-0.285456391760985	-0.14163849234657	-0.19542228679916	-0.111549526287174
